Año,Trimestre,Provincia, Otros ,"0,256 Mbps"," 0,375 Mbps ","0,625 Mbps","0,5 Mbps","0,512 Mbps","0,75 Mbps",1 Mbps,"1,2 Mbps","1,25 Mbps","1,5 Mbps",2 Mbps,"2,2 Mbps","2,5 Mbps","6,7 Mbps",3 Mbps,"3,2 Mbps","3,3 Mbps","3,5 Mbps",4 Mbps,"4,5 Mbps",5 Mbps,6 Mbps,"6,4 Mbps",7 Mbps,"7,5 Mbps",8 Mbps,9 Mbps,10 Mbps,"10,1 Mbps","10,2 Mbps","10,6 Mbps",11 Mbps,12 Mbps,"12,3 Mbps",13 Mbps,14 Mbps,15 Mbps,16 Mbps,17 Mbps,18 Mbps,19 Mbps,20 Mbps,"20,5 Mbps",21 Mbps,22 Mbps,23 Mbps,24 Mbps,25 Mbps,"25,1 Mbps","25,11 Mbps","25,5 Mbps",26 Mbps,27 Mbps,28 Mbps,29 Mbps,30 Mbps,31 Mbps,32 Mbps,34 Mbps,35 Mbps,36 Mbps,37 Mbps,38 Mbps,39 Mbps,40 Mbps,41 Mbps,45 Mbps, 46 Mbps ,47 Mbps,48 Mbps,49 Mbps,50 Mbps,"50,1 Mbps",51 Mbps,"50,25 Mbps",52 Mbps,54 Mbps,55 Mbps,56 Mbps,58 Mbps,59 Mbps,60 Mbps,61 Mbps,62 Mbps,63 Mbps,64 Mbps,65 Mbps,66 Mbps,67 Mbps,68 Mbps,70 Mbps,71 Mbps,75 Mbps,77 Mbps,78 Mbps,80 Mbps,81 Mbps,83 Mbps,82 Mbps,86 Mbps,84 Mbps,85 Mbps,90 Mbps,91 Mbps,92 Mbps,95 Mbps,97 Mbps,98 Mbps,100 Mbps,"100,1 Mbps","100,25 Mbps",105 Mbps,109 Mbps,110 Mbps,120 Mbps,122 Mbps,125 Mbps,126 Mbps,127 Mbps,128 Mbps,130 Mbps,131 Mbps,134 Mbps,137 Mbps,140 Mbps,145 Mbps,150 Mbps,155 Mbps,157 Mbps,158 Mbps,160 Mbps,164 Mbps,165 Mbps,180 Mbps,200 Mbps,203 Mbps,205 Mbps,212 Mbps,220 Mbps,225 Mbps,234 Mbps,240 Mbps,246 Mbps,250 Mbps,256 Mbps,270 Mbps,275 Mbps,300 Mbps,320 Mbps,325 Mbps,330 Mbps,340 Mbps,350 Mbps,380 Mbps,384 Mbps,400 Mbps,450 Mbps,473 Mbps,480 Mbps,500 Mbps,512 Mbps,520 Mbps,540 Mbps,600 Mbps,640 Mbps,680 Mbps,700 Mbps,768 Mbps,800 Mbps,850 Mbps,900 Mbps,945 Mbps,950 Mbps,999 Mbps,1000 Mbps,1024 Mbps,1075 Mbps,1536 Mbps,2000 Mbps,2048 Mbps,2529 Mbps,3072 Mbps,4000 Mbps,5000 Mbps,5125 Mbps,6000 Mbps,7000 Mbps,8000 Mbps,10000 Mbps
2022,1,Neuquén, 7.885 , -   , -   , -   , 65 , 72 , 565 , 558 , -   , -   , -   , 1.643 , -   , -   , -   , 6.957 , -   , -   , 11.122 , 1.463 , -   , 9.725 , 8.946 , -   , 276 , -   , 7.998 , -   , 7.349 , -   , -   , -   , -   , 824 , -   , -   , 1 , 4.627 , -   , -   , 887 , -   , 4.824 , -   , -   , -   , -   , -   , 2.156 , -   , -   , -   , -   , -   , -   , -   , 11.796 , -   , -   , -   , -   , -   , -   , -   , -   , 57 , -   , -   , -   , -   , -   , -   , 33.440 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 8 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 22.038 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 52 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 4.345 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2022,1,Río Negro, 22.652 , -   , -   , -   , 41 , 75 , 642 , 741 , -   , -   , -   , 2.951 , -   , -   , -   , 6.822 , -   , -   , 9.543 , 2.944 , -   , 1.901 , 11.404 , -   , -   , -   , 10.335 , 7 , 8.517 , -   , -   , -   , 18 , 9.621 , -   , -   , -   , 9.725 , -   , -   , 668 , -   , 6.894 , -   , -   , -   , -   , -   , 3.182 , -   , -   , -   , -   , -   , -   , -   , 13.255 , -   , -   , -   , -   , -   , -   , -   , -   , 126 , -   , -   , -   , -   , -   , -   , 20.001 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 104 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 60 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 13.146 , -   , -   , -   , -   , 2 , 77 , 34 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , 34 , -   , -   , -   , -   , -   , -   , -   , -   , 8 , -   , -   , -   , 1.689 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 4 , -   , 40 , -   , -   , -   , -   , -   , -   , -   , -   , 110 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2022,1,Salta, 6.489 , -   , -   , -   , 41 , 73 , 1 , 1.724 , -   , -   , -   , 1.400 , -   , -   , -   , 9.484 , -   , -   , 8 , 8.187 , -   , 4.422 , 12.075 , -   , 323 , -   , 41 , -   , 67.882 , -   , -   , -   , -   , 470 , -   , -   , -   , 2.300 , -   , -   , 7 , -   , 3.536 , -   , -   , -   , -   , -   , 1.959 , -   , -   , -   , -   , -   , -   , -   , 270 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 48.006 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 25.214 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 3.603 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2022,1,San Juan, 2.465 , -   , -   , -   , 23 , 3 , 965 , 1.304 , -   , -   , -   , 1.484 , -   , -   , -   , 11.495 , -   , -   , 13.672 , 910 , -   , 1.653 , 3.142 , -   , 1.187 , -   , 9.999 , 69 , 659 , -   , -   , -   , -   , 14.270 , -   , -   , -   , 10.443 , -   , -   , -   , -   , 431 , -   , -   , -   , -   , 960 , 811 , -   , -   , -   , -   , -   , -   , -   , 10.047 , -   , -   , -   , -   , -   , -   , -   , -   , 3 , -   , -   , -   , -   , -   , -   , 1.771 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 398 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 13 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2022,1,San Luis, 28.589 , -   , -   , -   , 60 , 1 , 222 , 421 , -   , -   , -   , 664 , -   , -   , -   , 968 , -   , -   , 1.833 , 310 , -   , 110 , 4.402 , -   , 127 , -   , 2.147 , 1.544 , 19 , -   , -   , -   , -   , 7.860 , -   , -   , -   , 1.849 , -   , -   , -   , -   , 93 , -   , -   , -   , -   , -   , 68.612 , -   , -   , -   , -   , -   , -   , -   , 5 , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , 6 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2022,1,Santa Cruz, 485 , 3 , -   , -   , 25 , 23 , 275 , 6.623 , -   , -   , -   , 2.339 , -   , -   , -   , 2.871 , -   , -   , 2.230 , 962 , -   , 1.919 , 2.389 , -   , 21 , -   , 2.422 , 18 , 9.041 , -   , -   , -   , -   , 6.567 , -   , -   , -   , 4.557 , -   , -   , 940 , -   , 213 , -   , -   , -   , -   , 450 , 1.865 , -   , -   , -   , -   , -   , -   , -   , 324 , -   , -   , -   , 427 , -   , -   , -   , -   , 34 , -   , -   , -   , -   , -   , -   , 1.865 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 104 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 110 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2022,1,Santa Fe, 18.444 , 32 , -   , -   , 335 , 101 , 6 , 12.429 , -   , -   , -   , 9.857 , -   , -   , -   , 41.360 , -   , -   , 174 , 4.424 , -   , 22.022 , 65.959 , -   , 5.762 , -   , 12.599 , 754 , 189.246 , -   , -   , -   , -   , 7.886 , -   , 135 , -   , 16.270 , 61 , -   , 2.047 , -   , 58.388 , -   , -   , -   , -   , 39 , 27.250 , -   , -   , -   , -   , -   , -   , -   , 30.880 , -   , -   , -   , 9 , 18 , -   , 4 , -   , 1.763 , -   , 103 , -   , -   , -   , -   , 198.721 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 438 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1.605 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , 125.845 , -   , -   , -   , -   , -   , 84 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 768 , -   , -   , -   , -   , -   , -   , -   , 116 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 14.542 , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2022,1,Santiago Del Estero, 792 , -   , -   , -   , 39 , 139 , 908 , 493 , -   , -   , 307 , 3.308 , -   , -   , -   , 8.448 , -   , -   , -   , 1.267 , -   , 384 , 16.506 , -   , 1.468 , -   , 12 , -   , 59.690 , -   , -   , -   , -   , 10.211 , -   , -   , -   , 655 , -   , -   , -   , -   , 2.676 , -   , -   , -   , -   , -   , 454 , -   , -   , -   , -   , -   , -   , -   , 395 , -   , -   , -   , -   , -   , -   , -   , -   , 36 , -   , -   , -   , -   , -   , -   , 3.553 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 4.372 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 347 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2022,1,Tierra Del Fuego, 2.421 , -   , -   , -   , 13 , 11 , 381 , 513 , -   , -   , -   , 1 , -   , -   , -   , 8 , -   , -   , 3.980 , 2.207 , -   , 403 , 6.250 , -   , -   , -   , 9.445 , 26 , 6.169 , -   , -   , -   , -   , 10.791 , -   , -   , -   , 6.942 , -   , -   , 227 , -   , 74 , -   , -   , -   , -   , 67 , 1.613 , -   , -   , -   , -   , -   , -   , -   , 117 , -   , -   , -   , 2 , -   , -   , -   , -   , 10 , -   , -   , -   , -   , -   , -   , 833 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 47 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 30 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 28 , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2022,1,Tucumán, 273 , -   , -   , -   , 19 , 20 , -   , 2.212 , -   , -   , -   , 112 , -   , -   , -   , 9.208 , -   , -   , 2.273 , 350 , -   , 1.191 , 22.894 , -   , 317 , -   , 323 , 236 , 46.085 , -   , -   , -   , -   , 3.077 , -   , -   , -   , 2.558 , -   , -   , -   , 1 , 15.378 , -   , -   , -   , -   , 38 , 3.724 , -   , -   , -   , 10 , -   , -   , -   , 1.439 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 76.585 , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 52.956 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , 3 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 4.295 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2021,4,Buenos Aires, 22.958 , 18 , -   , -   , 37.635 , 168 , 6.898 , 26.151 , -   , -   , 351 , 24.945 , -   , 31 , -   , 67.075 , -   , -   , 57.526 , 14.234 , -   , 34.747 , 132.018 , -   , 11.447 , 241 , 79.629 , 265 , 239.710 , -   , -   , -   , 10 , 33.883 , -   , 128 , 33 , 100.203 , 292 , 2 , 23.212 , -   , 139.533 , -   , 3 , 1 , 18 , 25 , 151.911 , -   , -   , -   , -   , -   , -   , -   , 697.298 , 149 , -   , 1 , 873 , -   , -   , -   , -   , 3.285 , 9 , -   , -   , -   , -   , 1 , 1.008.985 , -   , -   , -   , 2 , -   , 58 , -   , 1 , 59 , 402.417 , -   , 1 , -   , -   , 6 , -   , -   , -   , 3.163 , -   , 98.523 , -   , 2 , 61 , -   , 1 , -   , -   , -   , 14 , 3 , -   , 3 , -   , -   , -   , 850.606 , -   , -   , -   , -   , -   , 17 , -   , 2 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 92.146 , -   , -   , 1 , 6 , -   , -   , -   , 692 , -   , -   , 1 , -   , -   , -   , 2 , -   , 8 , 18 , -   , -   , 120.728 , -   , -   , -   , 4 , -   , -   , -   , -   , -   , -   , -   , 12.895 , 54 , -   , -   , 625 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 11.135 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2021,4,Capital Federal, -   , 31 , -   , -   , 496 , 36 , 1.466 , 4.453 , -   , -   , -   , 323 , -   , -   , -   , 5.914 , -   , -   , 14.576 , 993 , -   , 3.508 , 17.595 , -   , 6 , -   , 19.225 , 3 , 62.665 , -   , -   , -   , 5 , 4.875 , -   , -   , -   , 33.732 , 5 , -   , 17.519 , -   , 9.999 , -   , 1 , -   , -   , -   , 56.832 , -   , -   , -   , -   , -   , -   , -   , 58.100 , -   , -   , -   , 9 , -   , -   , -   , 30 , 117 , -   , -   , -   , -   , -   , -   , 433.574 , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 95.368 , -   , -   , -   , -   , -   , 1 , -   , -   , 3 , -   , 31.751 , -   , -   , 8 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 401.181 , -   , -   , -   , -   , 1 , 5 , -   , 3 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 37.492 , -   , -   , -   , 5 , -   , -   , -   , 2.591 , -   , -   , -   , 1 , 1 , -   , -   , -   , 1.399 , -   , -   , 1 , 83.686 , -   , 2 , -   , -   , -   , -   , -   , 3 , -   , -   , -   , 4.128 , -   , -   , -   , -   , -   , -   , 1 , -   , 1 , -   , -   , -   , -   , -   , 8.397 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2021,4,Catamarca, 2.233 , -   , -   , -   , 34 , 37 , -   , 457 , -   , -   , -   , 145 , -   , -   , -   , 1.749 , -   , -   , -   , 350 , -   , 20 , 3.317 , -   , 2 , -   , -   , 5 , 7.848 , -   , -   , -   , -   , 3.901 , -   , -   , -   , 558 , -   , -   , -   , -   , 5.345 , -   , -   , -   , -   , 2.222 , 240 , -   , -   , -   , -   , -   , -   , -   , 800 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 17.813 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 11.025 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 42 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 947 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2021,4,Chaco, 7.585 , -   , 225 , 111 , 234 , 2 , -   , 1.058 , -   , 25 , -   , 1.007 , -   , -   , -   , 5.039 , -   , -   , 167 , 368 , -   , 1.757 , 9.425 , -   , 575 , -   , 1.248 , 1 , 20.854 , -   , -   , -   , -   , 2.186 , -   , -   , -   , 1.629 , -   , -   , 315 , -   , 17.807 , -   , -   , -   , -   , -   , 2.301 , -   , -   , -   , -   , -   , -   , -   , 11.402 , -   , -   , -   , -   , -   , -   , -   , -   , 18 , -   , -   , -   , -   , -   , -   , 35.385 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 20.157 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 2.864 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2021,4,Chubut, 15.763 , 8 , -   , -   , 86 , 32 , 1.189 , 765 , -   , -   , -   , 6.667 , -   , -   , -   , 19.497 , -   , -   , 13.798 , 5.531 , -   , 2.414 , 15.131 , -   , 209 , -   , 13.734 , 887 , 24.738 , -   , -   , -   , -   , 18.965 , -   , -   , -   , 12.040 , -   , -   , -   , -   , 170 , -   , -   , -   , -   , 486 , 5.059 , -   , -   , -   , -   , -   , -   , -   , 757 , -   , -   , -   , -   , -   , -   , -   , -   , 9 , -   , -   , -   , -   , -   , -   , 2.217 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 155 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2021,4,Córdoba, 12.607 , 2 , -   , -   , 88 , 10 , 93 , 13.654 , -   , -   , 7 , 9.748 , 26 , 787 , -   , 46.194 , -   , 6 , 5.026 , 13.522 , -   , 10.141 , 87.823 , 13 , 2.623 , -   , 11.618 , 2.196 , 114.442 , -   , -   , -   , 88 , 16.151 , -   , 4 , 10 , 25.341 , 134 , -   , 4.687 , -   , 29.831 , -   , -   , -   , -   , 2 , 34.641 , 5 , 1 , 35 , -   , -   , -   , -   , 6.649 , -   , -   , -   , 8 , -   , -   , -   , -   , 474 , -   , -   , -   , -   , -   , -   , 343.465 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 4.842 , -   , -   , -   , -   , -   , -   , -   , -   , 2 , -   , 12 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 168.050 , -   , -   , -   , -   , -   , 223 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , 16 , -   , -   , -   , -   , -   , -   , -   , 312 , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , 21.088 , -   , -   , -   , -   , -   , -   , -   , 47 , -   , -   , -   , -   , 21 , -   , -   , -   , -   , -   , 1 , -   , -   , 1 , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2021,4,Corrientes, 7.082 , -   , -   , -   , 10 , 57 , 118 , 3.976 , -   , -   , -   , 3.029 , -   , -   , -   , 7.828 , -   , -   , 480 , 1.688 , -   , 1.558 , 10.798 , -   , -   , -   , 2.921 , -   , 23.447 , -   , -   , -   , -   , 215 , -   , -   , -   , 1.676 , 1.108 , -   , 271 , -   , 19.652 , -   , -   , -   , -   , -   , 2.115 , -   , -   , -   , -   , -   , -   , -   , 7.986 , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 19.859 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 17.519 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 2.518 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2021,4,Entre Ríos, 16.583 , 1 , -   , -   , 20 , 86 , 113 , 5.752 , -   , -   , -   , 5.753 , -   , -   , -   , 12.811 , -   , -   , 390 , 2.493 , -   , 4.293 , 27.462 , -   , 1.123 , -   , 1.611 , 3 , 46.899 , -   , -   , -   , -   , 5.387 , -   , -   , -   , 3.728 , 1 , -   , 936 , -   , 28.243 , -   , -   , -   , -   , -   , 7.393 , -   , -   , -   , -   , -   , -   , -   , 16.693 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 45.133 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 28.756 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 3.382 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2021,4,Formosa, 1.967 , -   , -   , -   , 49 , 35 , -   , 491 , -   , -   , -   , 1.131 , -   , -   , -   , 10.237 , -   , -   , -   , 2.977 , -   , 2.932 , 5.140 , -   , 2 , -   , 17 , -   , 6.964 , -   , -   , -   , -   , 320 , -   , -   , -   , 527 , -   , -   , 257 , -   , 5.707 , -   , -   , -   , -   , -   , 817 , -   , -   , -   , -   , -   , -   , -   , 322 , -   , -   , -   , 7 , -   , -   , -   , -   , 19 , -   , -   , -   , -   , -   , -   , 7.119 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 5.897 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 729 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
