Año,Trimestre,Provincia, Otros ,"0,256 Mbps"," 0,375 Mbps ","0,625 Mbps","0,5 Mbps","0,512 Mbps","0,75 Mbps",1 Mbps,"1,2 Mbps","1,25 Mbps","1,5 Mbps",2 Mbps,"2,2 Mbps","2,5 Mbps","6,7 Mbps",3 Mbps,"3,2 Mbps","3,3 Mbps","3,5 Mbps",4 Mbps,"4,5 Mbps",5 Mbps,6 Mbps,"6,4 Mbps",7 Mbps,"7,5 Mbps",8 Mbps,9 Mbps,10 Mbps,"10,1 Mbps","10,2 Mbps","10,6 Mbps",11 Mbps,12 Mbps,"12,3 Mbps",13 Mbps,14 Mbps,15 Mbps,16 Mbps,17 Mbps,18 Mbps,19 Mbps,20 Mbps,"20,5 Mbps",21 Mbps,22 Mbps,23 Mbps,24 Mbps,25 Mbps,"25,1 Mbps","25,11 Mbps","25,5 Mbps",26 Mbps,27 Mbps,28 Mbps,29 Mbps,30 Mbps,31 Mbps,32 Mbps,34 Mbps,35 Mbps,36 Mbps,37 Mbps,38 Mbps,39 Mbps,40 Mbps,41 Mbps,45 Mbps, 46 Mbps ,47 Mbps,48 Mbps,49 Mbps,50 Mbps,"50,1 Mbps",51 Mbps,"50,25 Mbps",52 Mbps,54 Mbps,55 Mbps,56 Mbps,58 Mbps,59 Mbps,60 Mbps,61 Mbps,62 Mbps,63 Mbps,64 Mbps,65 Mbps,66 Mbps,67 Mbps,68 Mbps,70 Mbps,71 Mbps,75 Mbps,77 Mbps,78 Mbps,80 Mbps,81 Mbps,83 Mbps,82 Mbps,86 Mbps,84 Mbps,85 Mbps,90 Mbps,91 Mbps,92 Mbps,95 Mbps,97 Mbps,98 Mbps,100 Mbps,"100,1 Mbps","100,25 Mbps",105 Mbps,109 Mbps,110 Mbps,120 Mbps,122 Mbps,125 Mbps,126 Mbps,127 Mbps,128 Mbps,130 Mbps,131 Mbps,134 Mbps,137 Mbps,140 Mbps,145 Mbps,150 Mbps,155 Mbps,157 Mbps,158 Mbps,160 Mbps,164 Mbps,165 Mbps,180 Mbps,200 Mbps,203 Mbps,205 Mbps,212 Mbps,220 Mbps,225 Mbps,234 Mbps,240 Mbps,246 Mbps,250 Mbps,256 Mbps,270 Mbps,275 Mbps,300 Mbps,320 Mbps,325 Mbps,330 Mbps,340 Mbps,350 Mbps,380 Mbps,384 Mbps,400 Mbps,450 Mbps,473 Mbps,480 Mbps,500 Mbps,512 Mbps,520 Mbps,540 Mbps,600 Mbps,640 Mbps,680 Mbps,700 Mbps,768 Mbps,800 Mbps,850 Mbps,900 Mbps,945 Mbps,950 Mbps,999 Mbps,1000 Mbps,1024 Mbps,1075 Mbps,1536 Mbps,2000 Mbps,2048 Mbps,2529 Mbps,3072 Mbps,4000 Mbps,5000 Mbps,5125 Mbps,6000 Mbps,7000 Mbps,8000 Mbps,10000 Mbps
2020,1,Buenos Aires, 28.935 , 17 , -   , -   , 37.589 , 609 , 27.537 , 33.467 , -   , -   , 60 , 22.621 , -   , -   , -   , 87.388 , -   , -   , 52.219 , 18.799 , -   , 36.030 , 880.715 , -   , 2.345 , -   , 17.585 , 493 , 215.998 , -   , -   , -   , 4 , 57.488 , -   , 2 , 24 , 16.699 , 109 , -   , 71.327 , -   , 102.324 , -   , 1 , 1 , -   , 29 , 188.851 , -   , -   , -   , -   , -   , -   , 917 , 16.015 , -   , -   , -   , 1 , -   , -   , -   , -   , 671 , -   , -   , -   , -   , -   , 1 , 955.468 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 25 , -   , -   , -   , -   , -   , -   , -   , -   , 3 , -   , -   , -   , -   , 3 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 771.040 , -   , -   , -   , -   , -   , 6 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 14 , -   , -   , -   , 1 , -   , -   , -   , 91 , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 72.643 , -   , -   , -   , -   , -   , 380 , -   , 1 , -   , -   , -   , 563 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1.637 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2020,1,Capital Federal, -   , 30 , -   , -   , 75 , 159 , 15 , 6.136 , -   , -   , -   , 412 , -   , -   , -   , 9.428 , -   , -   , 70 , 1.539 , -   , 1.992 , 150.371 , -   , 13 , -   , 21 , 3 , 102.217 , -   , -   , -   , 5 , 14.392 , -   , -   , -   , 4.223 , 5 , -   , 53.035 , -   , 18.005 , -   , 1 , -   , -   , -   , 72.493 , -   , -   , -   , -   , -   , -   , -   , 13.411 , -   , -   , 1 , 9 , -   , -   , -   , -   , 120 , -   , 1 , -   , -   , -   , -   , 546.547 , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 16 , -   , -   , -   , -   , -   , 1 , -   , -   , 3 , -   , -   , -   , -   , 7 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 304.359 , -   , -   , -   , -   , 1 , 5 , -   , 3 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 6.335 , -   , -   , -   , 5 , -   , -   , -   , 2.587 , -   , -   , -   , 1 , 1 , -   , -   , -   , 1.399 , -   , -   , 1 , 43.373 , -   , 2 , -   , -   , -   , -   , -   , 2 , -   , -   , -   , 155 , -   , -   , -   , -   , -   , -   , 1 , -   , 1 , -   , -   , -   , -   , -   , 1.066 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2020,1,Catamarca, 2.151 , -   , -   , -   , 34 , 29 , -   , 782 , -   , -   , -   , 263 , -   , -   , -   , 2.451 , -   , -   , -   , -   , -   , -   , 5.342 , -   , -   , -   , -   , 46 , 7.497 , -   , -   , -   , -   , 2.017 , -   , -   , -   , 686 , -   , -   , -   , -   , 6.855 , -   , -   , -   , -   , 208 , -   , -   , -   , -   , -   , -   , -   , -   , 200 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 6.796 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 3.119 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 365 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 19 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2020,1,Chaco, 6.917 , -   , 225 , 111 , 69 , 14 , -   , 2.634 , -   , 25 , -   , 688 , -   , -   , -   , 6.033 , -   , -   , 1.184 , 374 , -   , 429 , 12.741 , -   , 527 , -   , 288 , 1 , 19.160 , -   , -   , -   , -   , 20.277 , -   , -   , -   , 2.064 , -   , -   , 1.090 , -   , 6.420 , -   , -   , -   , -   , -   , 3.036 , -   , -   , -   , -   , -   , -   , -   , 7.380 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 501 , -   , -   , -   , -   , 21.733 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 5.435 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 860 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 10 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2020,1,Chubut, 4.500 , 8 , -   , -   , 66 , 84 , 4 , 931 , -   , -   , -   , 5.749 , -   , -   , -   , 4.603 , -   , -   , 73 , 1.107 , -   , 328 , 56.900 , -   , -   , -   , 189 , 2.995 , 9.773 , -   , -   , -   , -   , 6.859 , -   , -   , -   , 896 , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , 1.240 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 613 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2020,1,Córdoba, 9.802 , 2 , -   , -   , 81 , 59 , -   , 18.717 , -   , -   , -   , 13.407 , 27 , 1.158 , -   , 56.128 , -   , -   , 5.244 , 12.410 , -   , 10.739 , 104.527 , -   , 4.121 , -   , 3.655 , 1.827 , 110.585 , -   , -   , 1 , 1 , 19.893 , -   , -   , 7 , 17.324 , 17 , -   , 17.223 , -   , 41.361 , -   , -   , -   , -   , 2 , 54.456 , -   , -   , -   , -   , -   , -   , -   , 11.283 , -   , -   , -   , 2 , -   , -   , -   , -   , 52 , -   , -   , -   , -   , -   , -   , 251.976 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 7 , -   , -   , -   , -   , -   , -   , -   , -   , 2 , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 40.343 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , 16 , -   , -   , -   , -   , -   , -   , -   , 22 , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , 3.998 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 443 , -   , -   , -   , -   , -   , -   , 1 , -   , -   , 1 , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2020,1,Corrientes, 4.780 , -   , -   , -   , 10 , 62 , -   , 6.222 , -   , -   , -   , 710 , -   , -   , -   , 9.778 , -   , -   , -   , 968 , -   , 1.384 , 14.944 , -   , -   , -   , 515 , -   , 20.867 , -   , -   , -   , -   , 18.545 , -   , -   , -   , 2.024 , -   , -   , 993 , -   , 5.117 , -   , -   , -   , -   , -   , 2.286 , -   , -   , -   , -   , -   , -   , -   , 5.065 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 641 , -   , -   , -   , -   , 14.373 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 3.890 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 563 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2020,1,Entre Ríos, 13.762 , 1 , -   , -   , 18 , 111 , -   , 8.133 , -   , -   , -   , 4.176 , -   , -   , -   , 18.492 , -   , -   , 2.188 , 1.381 , -   , 2.806 , 39.185 , -   , 2.163 , -   , 844 , -   , 44.125 , -   , -   , -   , -   , 29.321 , -   , -   , -   , 4.589 , -   , -   , 2.887 , -   , 4.328 , -   , -   , -   , -   , -   , 4.842 , -   , -   , -   , -   , -   , -   , -   , 7.146 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 389 , -   , -   , -   , -   , 32.630 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 6.264 , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 509 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2020,1,Formosa, 100 , -   , -   , -   , 1.110 , 17 , 191 , 1.965 , -   , -   , -   , 1.469 , -   , -   , -   , 10.171 , -   , -   , 22 , 2.977 , -   , 1.360 , 5.948 , -   , 2 , -   , -   , -   , 6.498 , -   , -   , -   , -   , 221 , -   , -   , -   , 596 , -   , -   , 823 , -   , 4.924 , -   , -   , -   , -   , -   , 571 , -   , -   , -   , -   , -   , -   , -   , 393 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 5.542 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1.358 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 18 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2020,1,Jujuy, 16.545 , -   , -   , -   , 27 , 28 , -   , 7.146 , -   , -   , -   , 5.604 , -   , -   , -   , 7.914 , -   , -   , -   , 2.396 , -   , 809 , 9.433 , -   , -   , -   , -   , -   , 9.979 , -   , -   , -   , -   , 22.759 , -   , -   , -   , 703 , -   , -   , 4 , -   , 3.227 , -   , -   , -   , -   , -   , 8 , -   , -   , -   , -   , -   , -   , -   , 158 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , 4.315 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 2.987 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 26 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 18 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2020,1,La Pampa, 1.618 , 1 , -   , -   , 236 , 56 , 313 , 2.897 , -   , -   , -   , 5.978 , -   , -   , -   , 9.074 , -   , -   , -   , 3.508 , -   , 1.401 , 50.380 , -   , 6 , -   , 1 , -   , 7.192 , -   , -   , -   , -   , 66 , -   , -   , -   , 2.211 , -   , -   , 4 , -   , 748 , -   , -   , -   , -   , -   , 350 , -   , -   , -   , -   , -   , -   , -   , 992 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 2.030 , -   , -   , -   , -   , 2 , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , 2 , -   , -   , -   , 1 , -   , -   , -   , 2 , -   , -   , -   , -   , -   , 5 , -   , 2 , -   , -   , -   , -   , -   , -   , -   , -   , 2 , 64 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2020,1,La Rioja, -   , -   , -   , -   , 9 , 12 , -   , 641 , -   , -   , -   , -   , -   , -   , -   , 1.280 , -   , -   , 31.589 , -   , -   , -   , 3.700 , -   , -   , -   , -   , -   , 5.158 , -   , -   , -   , -   , -   , -   , -   , -   , 4.150 , -   , -   , -   , -   , 490 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 22 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 120 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1.174 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2020,1,Mendoza, -   , 1 , -   , -   , 20 , 37 , 9 , 1.696 , -   , -   , -   , 2.071 , -   , -   , -   , 5.113 , -   , -   , 14 , 335 , -   , 3 , 131.209 , -   , -   , -   , 876 , 10.897 , 512 , -   , -   , -   , -   , 13.624 , -   , -   , -   , 1.078 , -   , -   , -   , -   , 2.787 , -   , -   , -   , -   , 479 , 5 , -   , -   , -   , -   , -   , -   , -   , 2.386 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 2.978 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 75 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 655 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 75 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 25 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2020,1,Misiones, 10.885 , -   , -   , -   , 47 , 24 , -   , 3.342 , -   , -   , -   , 470 , -   , -   , -   , 14.080 , -   , -   , -   , 449 , -   , 1.509 , 17.296 , -   , 1 , -   , 5 , -   , 21.265 , -   , -   , -   , -   , 17.707 , -   , -   , -   , 2.368 , -   , -   , 1.134 , -   , 5.224 , -   , -   , -   , -   , -   , 2.949 , -   , -   , -   , -   , -   , -   , -   , 8.632 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 124 , -   , -   , -   , -   , 21.426 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 4.318 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 445 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2020,1,Neuquén, -   , -   , -   , -   , 45 , 173 , 1 , 806 , -   , -   , -   , 2.832 , -   , -   , -   , 9.236 , -   , -   , 6.938 , 222 , -   , 8.529 , 31.915 , -   , 181 , -   , 2.899 , -   , 2.177 , -   , -   , -   , -   , 3.356 , -   , -   , -   , 141 , -   , -   , 3.237 , -   , 389 , -   , -   , -   , -   , -   , 5.229 , -   , -   , -   , -   , -   , -   , -   , 178 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 35.321 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 7.397 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1.012 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2020,1,Río Negro, 17.719 , -   , -   , -   , 47 , 67 , -   , 1.158 , -   , -   , -   , 4.103 , -   , -   , -   , 7.548 , -   , -   , 283 , 869 , -   , 5.555 , 50.104 , -   , -   , -   , 232 , 51 , 2.647 , -   , -   , -   , -   , 1.054 , -   , -   , -   , 22 , -   , -   , 2.341 , -   , 4.440 , -   , -   , -   , -   , -   , 3.113 , -   , -   , -   , -   , -   , -   , -   , 113 , -   , -   , -   , -   , -   , -   , -   , -   , 11 , -   , -   , -   , -   , -   , -   , 21.784 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 3.633 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 32 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2020,1,Salta, 6.441 , -   , -   , -   , 49 , 80 , 1 , 2.714 , -   , -   , -   , 806 , -   , -   , -   , 12.206 , -   , -   , 1 , 4.018 , -   , 311 , 18.994 , -   , -   , -   , 41 , -   , 63.673 , -   , -   , -   , -   , 3.239 , -   , -   , -   , 2.802 , -   , -   , 63 , -   , 11.887 , -   , -   , -   , -   , -   , 7.867 , -   , -   , -   , -   , -   , -   , -   , 758 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 27.702 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 6.703 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 273 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 66 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2020,1,San Juan, 4.779 , -   , -   , -   , 22 , 26 , 1 , 696 , -   , -   , -   , 815 , -   , -   , -   , 3.908 , -   , -   , -   , 265 , -   , 36 , 54.260 , -   , -   , -   , -   , 1.483 , 111 , -   , -   , -   , -   , 1.234 , -   , -   , -   , 43 , -   , -   , -   , -   , 15 , -   , -   , -   , -   , -   , 32 , -   , -   , -   , -   , -   , -   , -   , 8 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 80 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 47 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
2020,1,San Luis, 36.075 , -   , -   , -   , 57 , 48 , -   , 386 , -   , -   , -   , 564 , -   , -   , -   , 839 , -   , -   , 2 , 310 , -   , 4 , 9.217 , -   , -   , -   , 149 , 4.007 , 8 , -   , -   , -   , -   , 518 , -   , -   , -   , -   , -   , -   , -   , -   , 7 , -   , -   , -   , -   , -   , 58.255 , -   , -   , -   , -   , -   , -   , -   , 5 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 3 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
